ID,Common Name,Length,Location,MP3 Link
XC326390,Dusky-capped Flycatcher,0:37,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326390-Myiarchus%20tuberculifer_Rio%20Preto_1261.mp3
XC340148,Dusky-capped Flycatcher,0:25,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340148-Myiarchus%20tuberculifer_Manacapuru_1435.mp3
XC180904,Dusky-capped Flycatcher,0:18,"Maranon Valley, Balsas, Amazonas",https://xeno-canto.org/sounds/uploaded/PWDLINYMKL/XC180904-Dusky-capped%20FlycatcherMV22014.mp3
XC180903,Dusky-capped Flycatcher,0:01,"Maranon Valley, Balsas, Amazonas",https://xeno-canto.org/sounds/uploaded/PWDLINYMKL/XC180903-Dusky-capped%20FlycatcherMV12014.mp3
XC119612,Dusky-capped Flycatcher,0:21,"Tapauá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119612-Myiarchus%20tuberculifer_Tapaua_1326.MP3
XC445598,Todd's Sirystes,0:45,"Canopy Tower ZF-2, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC445598-SirystesTowerEndTape29.mp3
XC466538,Olive-faced Flatbill,1:05,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466538-Tolmomyias%20flaviventris%20viridiceps170926_T1929.mp3
XC357173,Olive-faced Flatbill,0:06,"São Sebastião do Uatumã, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357173-Tolmomyias%20viridiceps_Sao%20Sebastiao_1240.mp3
XC340140,Olive-faced Flatbill,0:27,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340140-Tolmomyias%20viridiceps_Iranduba_1416.mp3
XC287407,Olive-faced Flatbill,0:43,"Ilha Marchantaria, Rio Solimoes, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287407-Tolmomyias%20flaviventris150916_T198.mp3
XC486822,Ochre-lored Flatbill,0:40,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486822-Tolmomyias%20flaviventris%20DCB%20616-7i.mp3
XC486816,Ochre-lored Flatbill,0:03,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486816-Tolmomyias%20flaviventris%20DCB%20616-4e.mp3
XC387220,Ochre-lored Flatbill,0:15,"AutanaAtures, Amazonas",https://xeno-canto.org/sounds/uploaded/FACNEOPZHK/XC387220-Tolmomyias%20flaviventris.mp3
XC649606,Grey-crowned Flatbill,0:32,"Manaus, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC649606-tolmomyiaspoliocephalus.mp3
XC493810,Grey-crowned Flatbill,0:14,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493810-4-8-2019%2011e12%20BICO%20CHATO%20DE%20CABECA%20CINZA%20nasica%20longirostris%20arapacu%20ferrugem%20garrinchao.mp3
XC343887,Grey-crowned Flatbill,0:21,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343887-UNID0687.mp3
XC561900,Grey-crowned Flatbill,0:33,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/MFUJZRFOFS/XC561900-1036.mp3
XC535979,Grey-crowned Flatbill,0:24,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535979-995%20Tolmomyias%20poliocephalus%20%28song%29Boca_do_Acre_AM_200516_FIG.mp3
XC535978,Grey-crowned Flatbill,0:15,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535978-994%20Tolmomyias%20poliocephalus%20%28song%29_Boca_do_Acre_AM_200516_FIG.mp3
XC283334,Grey-crowned Flatbill,0:22,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC283334-TOLPOL03.mp3
XC283333,Grey-crowned Flatbill,1:10,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC283333-TOLPOL34.mp3
XC231405,Grey-crowned Flatbill,0:25,"Presidente Figueiredo area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231405-Gray-crowned%20Flycatcher%20B%2010624.mp3
XC231404,Grey-crowned Flatbill,0:29,"Presidente Figueiredo area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231404-Gray-crowned%20Flycatcher%20B%2010623.mp3
XC231403,Grey-crowned Flatbill,0:50,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231403-Gray-crowned%20Flycatcher%20B%2010629.mp3
XC231402,Grey-crowned Flatbill,0:40,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231402-Gray-crowned%20Flycatcher%20B%2010628.mp3
XC231401,Grey-crowned Flatbill,0:54,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231401-Gray-crowned%20Flycatcher%20B%2010627.mp3
XC231400,Grey-crowned Flatbill,0:31,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231400-Gray-crowned%20Flycatcher%20B%2010626.mp3
XC231420,Grey-crowned Flatbill,0:22,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231420-Gray-crowned%20Flycatcher%20C%2010625.mp3
XC113629,Grey-crowned Flatbill,0:17,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/QTARYWCTXX/XC113629-C2939_D01.mp3
XC617057,Grey-crowned Flatbill,0:24,"Close to Ramal do Pau Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617057-gray-crowned%20flycatcher.mp3
XC224849,Grey-breasted Crake,0:09,"Cucuy road north of Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224849-Gray-breasted%20Crake%20B%201244.mp3
XC789312,Russet-crowned Crake,1:00,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/AUJTABUQWE/XC789312-220328_0228_Russet-crowned_Crake.mp3
XC445457,Russet-crowned Crake,0:50,"Itacoatiara, Itacoatiara, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC445457-Laterralus%20exilis_Novo%20remanso_1092.mp3
XC119289,Russet-crowned Crake,0:18,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119289-Laterralus%20exilis_Balbina.mp3
XC431886,Ocellated Crake,0:19,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431886-Micropyga%20skumburkii_Humaita_1197.mp3
XC197443,Grey-cowled Wood Rail,0:15,"Atures, Amazonas",https://xeno-canto.org/sounds/uploaded/TNPOVFLZMY/XC197443-1350-Gray-necked-Woodrail.mp3
XC188520,Grey-cowled Wood Rail,0:41,"Manaus, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188520-Aramides%20cajanea%2021-07-2014%2019%20horas.mp3
XC206719,Grey-cowled Wood Rail,1:02,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206719-Aramides%20cajanea_Monte%20Carmelo_1274.mp3
XC227215,Plumbeous Rail,1:31,"Pomacochas, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC227215-Plumbeous%20Rail%20A%201373.mp3
XC531603,Paint-billed Crake,0:01,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SRGYCMZSVI/XC531603-M.%20erythrops_Leticia%202018.mp3
XC486823,Sungrebe,0:09,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486823-Heliornis%20fulica%20DCB%20616-7m.mp3
XC357133,Sungrebe,0:35,"Itapiranga, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357133-Heliornis%20fulica_Itapiranga_1213.mp3
XC537838,Grey-fronted Dove,0:24,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537838-2236%20VERGVIOLACEA_Leptotila%20rufaxilla%28song%29UPA7_SMacapa_MUrbano_AC_210717FIG.mp3
XC537636,Grey-fronted Dove,0:22,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537636-2208%20Leptotila%20rufaxilla%20%28song2%29%20UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3
XC537634,Grey-fronted Dove,1:04,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537634-2207%20Leptotila%20rufaxilla%20%28song%29%20UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3
XC536747,Grey-fronted Dove,0:18,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536747-2159%20Leptotila%20rufaxilla%20%28song%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC409562,Grey-fronted Dove,0:36,"Uarini, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC409562-Leptotila%20rufaxilla_Mamiraua_1124.mp3
XC225079,Grey-fronted Dove,0:37,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225079-Gray-fronted%20Dove%20B%201905.mp3
XC387858,Grey-fronted Dove,0:10,"Atures, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC387858-Geotrygon%20montana%20032_Venezuela%2C%20Amazonas%2C%2022.03.2011%2C%208-40%2CD.mp3
XC387118,Grey-fronted Dove,0:07,"Anavilhanas, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387118-STE-094%20juriti%20gemedeira%20xc.mp3
XC763515,White-tipped Dove,0:22,"10km west of Bagua Grande, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763515-Leptotila-verreauxi_Bagua-grande_MixPre-1751.mp3
XC743176,White-tipped Dove,0:52,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743176-Leptotila%20verreauxi.mp3
XC845220,White-tipped Dove,0:13,"Florida District (near  Pomacochas), Bongara, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC845220-398812821.mp3
XC893239,Long-tailed Ground Dove,0:15,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/SOXFIGJXUU/XC893239-240331_026---Uropelia-campestris.mp3
XC221404,Croaking Ground Dove,0:23,"Bagua Chica, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC221404-Croaking%20Ground-Dove%20B%201832.mp3
XC845215,Speckled Chachalaca,0:14,"Florida District (near  Pomacochas), Bongara, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC845215-398813241.mp3
XC357718,Brazilian Teal,0:08,"Nhamundá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357718-Amazonetta%20brasiliensis_Nhamunda_1266.mp3
XC206939,Orinoco Goose,0:12,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206939-Neochen%20jubata_Monte%20Carmelo_1111.mp3
XC743172,Black-bellied Whistling Duck,1:18,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743172-Dendrocygna%20autumnalis.mp3
XC340170,Black-bellied Whistling Duck,0:24,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340170-Dendrocigna%20autuminalis_Manaus_1407.mp3
XC357725,Horned Screamer,0:09,"Nhamundá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357725-Anhuma%20anhuma_Sao%20Sebastiao_1253.mp3
XC325541,Horned Screamer,0:27,"Itapiranga, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325541-Anhinga%20cornuta_Itapiranga_1204.mp3
XC729225,Horned Screamer,0:18,"Palmeras, Puerto Nariño, Amazonas",https://xeno-canto.org/sounds/uploaded/OSKPXRIYFW/XC729225-20220510-horned_screamer.mp3
XC535972,Bartlett's Tinamou,0:48,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535972-1666%20Cryputellus%20barttleti%20%28song%29_Boca_do_Acre_AM_200516_FIG.mp3
XC535964,Bartlett's Tinamou,0:41,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535964-1663%20Crypturellus%20barttleti%20%28song%29Boca_do_Acre_AM_200516_FIG.mp3
XC142174,Bartlett's Tinamou,0:22,"Rio Teuini, Serginal Tupy, Pauini, Amazonas",https://xeno-canto.org/sounds/uploaded/PMYLTPLTLT/XC142174-130508_32_Crypturellus_bartletti_duvida_teuini_am_esp_tol.mp3
XC171119,Variegated Tinamou,0:06,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171119-Crypturellus%20variegatus%20Manaus-AM.mp3
XC171047,Variegated Tinamou,0:06,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171047-Crypturellus%20variegatus%20Manaus-AM.mp3
XC483925,Variegated Tinamou,0:46,"Rio Tapajós,Floresta Nacional do Jatuarana,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC483925-Crypturellus%20variegatus%20DCB%20615-12.mp3
XC284911,Variegated Tinamou,0:16,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284911-Crypturellus%20variegatus_Carauari_1771%20-%20C%C3%B3pia.mp3
XC188529,Variegated Tinamou,0:10,"Manaus, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188529-Crypturellus%20variegatus.mp3
XC221944,Variegated Tinamou,0:10,"Presidente Figueiredo area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC221944-Variegated%20Tinamou%20C%20197.mp3
XC844645,Variegated Tinamou,0:05,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC844645-301565931.mp3
XC494092,Variegated Tinamou,0:15,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494092-3-8-2019%206e54%20Inhambu%20anhanga%20Arapacu.mp3
XC494091,Variegated Tinamou,0:25,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494091-3-8-2019%206e50%20INHAMBU%20ANHANGA1%20Arapacu%20e%20icognitas.mp3
XC119382,Variegated Tinamou,0:06,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119382-Crypturellus%20variegatus_Ducke.MP3
XC535963,Black-capped Tinamou,0:23,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535963-1662%20Crypturellus%20atrocapillus%20%28calls%29Boca_do_Acre_AM_200516_FIG.mp3
XC613795,Undulated Tinamou,0:05,"Puerto Nariño, Amazonas",https://xeno-canto.org/sounds/uploaded/IERLFCCTTZ/XC613795-undulated%20tinamu%20%20Amacayacu_01.mp3
XC225382,Undulated Tinamou,0:20,"Autana, Amazonas",https://xeno-canto.org/sounds/uploaded/TNPOVFLZMY/XC225382-010-Undulated-Tinamou.mp3
XC206784,Undulated Tinamou,0:22,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206784-Crypturellus%20undulatus_Monte%20Carmelo_1091.mp3
XC163581,Undulated Tinamou,0:06,"PNN Amacaycau, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC163581-Crypturellus_undulatus_yapura-FL%20Amacayacu%201987-2.mp3
XC729222,Undulated Tinamou,0:05,"Puerto Nariño, Amazonas",https://xeno-canto.org/sounds/uploaded/OSKPXRIYFW/XC729222-20220510-undulated_tinamou-rev0001.mp3
XC353343,Undulated Tinamou,0:12,"Mocagua island, Leticia, Amazonas Department",https://xeno-canto.org/sounds/uploaded/CJQNNUYOQE/XC353343-rc%206%20Crypturellus%20undulatus.mp3
XC536693,Brown Tinamou,0:26,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536693-2143%20Crypturellus%20obsoletus%28song%29UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3
XC204094,Little Tinamou,0:36,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC204094-Crypturellus%20soui%20081_Venezuela%2C%20Barinas%2C%20mont%2C%201.03.2011%2C11-50%2C%D0%94.mp3
XC204093,Little Tinamou,0:22,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC204093-Crypturellus%20soui%20053_Venezuela%2C%20Amazonas%2C%2024.03.2011%2C%208-20%2C%D0%92.mp3
XC204092,Little Tinamou,0:10,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC204092-Crypturellus%20soui%20027_Venezuela%2C%20Amazonas%2C%2022.03.2011%2C%207-40%2C1.mp3
XC204089,Little Tinamou,0:46,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC204089-Crypturellus%20soui%20014_Venezuela%2C%20Amazonas%2C%2024.03.2011%2C%205-40%2C%D0%92%D0%B2.mp3
XC171120,Little Tinamou,0:12,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171120-Crypturellus%20soui%2C%20ZF2%2C%20Manaus-AM%2C%202013.mp3
XC171048,Little Tinamou,0:12,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171048-Crypturellus%20soui%2C%20ZF2%2C%20Manaus-AM%2C%202013.mp3
XC536695,Little Tinamou,0:48,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536695-2144%20Crypturellus%20soui%20%28duet%29_UPP_SeringalMacapa_Pauini_AM_250617_FIG.mp3
XC483917,Little Tinamou,0:30,"Rio Tapajós,Floresta Nacional do Jatuarana,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC483917-Crypturellus%20soui%20DCB%20615-5.mp3
XC441760,Little Tinamou,0:05,"Rio Preto da Eva, State of Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441760-180718_08%20Crypturellus%20soui.mp3
XC393336,Little Tinamou,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393336-Crypturellus%20soui.mp3
XC326688,Little Tinamou,0:56,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326688-Crypturellus%20soui_Rio%20Preto_1271.mp3
XC221894,Little Tinamou,0:47,"Camturama area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC221894-Little%20Tinamou%20B%2096.mp3
XC204091,Little Tinamou,0:19,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC204091-Crypturellus%20soui%20016_Venezuela%2C%20Amazonas%2C%2024.03.2011%2C%205-50%2C%D0%92.mp3
XC743526,Cinereous Tinamou,1:16,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743526-220502_Crypturellus%20cinereus%2001.MP3
XC574867,Cinereous Tinamou,0:22,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC574867-Crypturellus%20cinereus_Careiro_1012.mp3
XC117975,Cinereous Tinamou,0:48,"Reserva Biológica El Zafire, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/XMFDPACYJN/XC117975-15%20Audio%20Track.mp3
XC117974,Cinereous Tinamou,2:38,"Reserva Biológica El Zafire, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/XMFDPACYJN/XC117974-14%20Audio%20Track.mp3
XC881545,Cinereous Tinamou,1:24,"Reserva Natural Palmarí, Río Javarí, Amazonas, Brazil.",https://xeno-canto.org/sounds/uploaded/FGHNKBQURB/XC881545-Crypturellus-cinereus-VN-Palmari-23022024.mp3
XC789276,Cinereous Tinamou,1:52,"Canutama, Amazonas",https://xeno-canto.org/sounds/uploaded/AUJTABUQWE/XC789276-220324_0203_Cinereous_Tinamou.mp3
XC325546,Plain-breasted Ground Dove,0:33,"Itapiranga, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325546-Columbina%20minuta_Itapiranga_1122.mp3
XC536215,Ruddy Pigeon,0:01,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536215-1732%20Patagioenas%20subvinacea%20%28song%29Boca_do_Acre_AM_180516_FIG.mp3
XC536214,Ruddy Pigeon,0:18,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536214-1731%20Patagioenas%20subvinacea%20%28calls%20in%20resp%20pb%29Boca_do_Acre_AM_220516_FIG.mp3
XC504751,Ruddy Pigeon,1:22,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504751-LS110938%20Ruddy%20Pigeon.mp3
XC494051,Ruddy Pigeon,0:03,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494051-1-8-2019%209e57%20pomba%20botafogo.mp3
XC494050,Ruddy Pigeon,0:03,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494050-1-8-2019%209e53%20Pomba%20botafogo.mp3
XC493851,Ruddy Pigeon,0:11,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493851-30%E2%80%8E-7-2019%20%E2%80%8F%E2%80%8E9e23%20Pomba%20botafogo.mp3
XC393346,Ruddy Pigeon,0:13,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393346-Patagioenas_subvinacea.mp3
XC317238,Ruddy Pigeon,0:59,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC317238-PATSUB04.mp3
XC301421,Ruddy Pigeon,0:08,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301421-PATSUB03.mp3
XC270886,Ruddy Pigeon,0:26,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270886-Ruddy%20Pigeon%20song%201.mp3
XC284322,Ruddy Pigeon,0:09,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC284322-043-1.mp3
XC227351,Ruddy Pigeon,0:12,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC227351-Ruddy%20Pigeon%20B%201768.mp3
XC227349,Ruddy Pigeon,0:16,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC227349-Ruddy%20Pigeon%20B%201767.mp3
XC854327,Ruddy Pigeon,0:07,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC854327-301585361.mp3
XC659353,Plumbeous Pigeon,0:47,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC659353-patagioenasplumbea.mp3
XC270884,Plumbeous Pigeon,0:39,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270884-Plumbeous%20Pigeon%20song%204.mp3
XC445077,Plumbeous Pigeon,0:12,"Reserva Adolpho Ducke, Manaus, State of Amazonas",https://xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC445077-PatagioplumbDuckeTape29.mp3
XC287367,Plumbeous Pigeon,0:27,"PN Jau 2, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287367-Patagioenas%20plumbea150915_T191.mp3
XC270882,Plumbeous Pigeon,0:23,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270882-Plumbeous%20Pigeon%20song%202.mp3
XC144465,Plumbeous Pigeon,0:11,"Tarumanzinho River,Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/NBJQSQJRYH/XC144465-Patagioenas-p-pallescens-RTarumanzinho-AM-26-4-04-ASilveira.mp3
XC139997,Plumbeous Pigeon,0:35,"Rio Teuini, Serginal Tupy, Pauini, Amazonas",https://xeno-canto.org/sounds/uploaded/PMYLTPLTLT/XC139997-130507_14_Patagioenas_plumbea_rioteuini_am_tol_esp.mp3
XC706415,Cinnamon Neopipo,0:10,"Bosque de Tapir - Puerto Santander, Amazonas",https://xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706415-Neopipo%20cinnamomea-Bosque%20Danta.mp3
XC226678,Cinnamon Neopipo,0:34,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226678-Cinnamon%20Tyrant%20B%2010763.mp3
XC706413,Cinnamon Neopipo,0:25,"Bosque de Tapir - Puerto Santander, Amazonas",https://xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706413-Neopipo%20cinnamomea%202%20-%20Bosque%20Danta.mp3
XC226679,Cinnamon Neopipo,0:08,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226679-Cinnamon%20Tyrant%20C%2010764.mp3
XC395119,White-crested Spadebill,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395119-Platyrinchus_platyrhynchos2.mp3
XC395118,White-crested Spadebill,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395118-Platyrinchus_platyrhynchos.mp3
XC270918,White-crested Spadebill,0:17,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270918-White-crested%20Spadebill%20call%20and%20son.mp3
XC228411,White-crested Spadebill,0:06,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228411-White-crested%20Spadebill%20B%2010700.mp3
